"Unnamed..0","Company","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price","Ram_Numeric"
157,"Asus","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",70063.2,8
158,"Dell","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.56kg",55890.72,8
159,"Toshiba","Notebook","15.6","1366x768","Intel Core i3 6006U 2.2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.1kg",23816.16,4
160,"Asus","Notebook","15.6","1366x768","AMD A9-Series 9420 3GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows 10","2.03kg",21471.84,4
161,"Acer","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","256GB SSD","Nvidia GeForce MX150","Windows 10","3kg",42890.4,4
162,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 520","Windows 10","2.13kg",38787.84,8
163,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",57489.12,16
164,"Acer","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows 10","2.1kg",18541.44,4
165,"MSI","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.4kg",95850.72,16
166,"Acer","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows 10","2.1kg",19367.8128,4
167,"Dell","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.56kg",56502.9072,8
168,"Acer","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce MX150","Windows 10","3kg",45501.12,8
169,"HP","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel UHD Graphics 620","Windows 10","1.49kg",40173.12,4
170,"Huawei","Ultrabook","13","IPS Panel Full HD 2160x1440","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",71874.72,8
171,"HP","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","2TB HDD","AMD Radeon 520","Windows 10","2.71kg",37242.72,6
172,"Lenovo","Notebook","15.6","1366x768","AMD A6-Series 9220 2.9GHz","4GB","500GB HDD","AMD Radeon R4 Graphics","No OS","2.2kg",16463.52,4
173,"Toshiba","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","5.4kg",26053.92,4
174,"HP","Notebook","17.3","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.5kg",49177.44,8
175,"Dell","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",24455.52,8
176,"Acer","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.1kg",23922.72,4
177,"MSI","Gaming","18.4","Full HD 1920x1080","Intel Core i7 6920HQ 2.9GHz","32GB","512GB SSD +  1TB HDD","Nvidia GTX 980 SLI","Windows 10","4.4kg",149130.72,32
178,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD +  1TB HDD","AMD R17M-M1-70","Windows 10","1.90kg",43316.64,8
179,"HP","2 in 1 Convertible","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.29kg",79866.72,8
180,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","256GB SSD +  2TB HDD","AMD Radeon 530","Linux","2.02kg",55890.72,16
181,"Dell","Ultrabook","13.3","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.23kg",74538.72,8
182,"Lenovo","2 in 1 Convertible","13.9","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.4kg",98514.72,16
183,"Toshiba","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.0kg",42251.04,8
184,"Xiaomi","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce MX150","No OS","1.95kg",63882.72,8
185,"Dell","Notebook","17.3","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Nvidia GeForce 150MX","Windows 10","2.77kg",82530.72,16
186,"Dell","Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg",127712.16,16
187,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","No OS","2.4kg",41505.12,8
188,"Acer","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.12kg",52693.92,8
189,"Dell","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg",57808.8,8
191,"Vero","Notebook","14","IPS Panel Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.3kg",13852.8,4
192,"Xiaomi","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce MX150","No OS","1.3kg",53274.672,8
193,"Lenovo","Notebook","17.3","1600x900","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce MX150","No OS","2.8kg",37189.44,8
194,"Dell","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows 10","1.62kg",44701.92,8
195,"HP","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows 10","2.5kg",48697.92,8
196,"Razer","Gaming","17.3","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz","32GB","1TB SSD","Nvidia GeForce GTX 1080","Windows 10","3.49kg",324954.72,32
197,"HP","Notebook","13.3","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.49kg",51095.52,8
198,"HP","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","3.35kg",73473.12,16
199,"HP","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX ","Windows 10","2.5kg",55677.6,8
200,"Dell","Gaming","15.6","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.65kg",98301.6,16
201,"Lenovo","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.1kg",26267.04,4
202,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.23kg",39533.76,8
203,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.2kg",93186.72,16
204,"Dell","Workstation","15.6","4K Ultra HD 3840x2160","Intel Xeon E3-1505M V6 3GHz","16GB","256GB SSD +  1TB HDD","Nvidia Quadro M1200","Windows 10","2.8kg",162770.4,16
205,"Lenovo","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1060","No OS","2.4kg",74485.44,16
206,"Dell","Notebook","15.6","Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",23389.92,6
207,"Dell","Ultrabook","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg",103842.72,8
208,"Dell","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","?",77202.72,8
210,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Linux","2.4kg",41505.12,8
211,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.9kg",74964.96,16
212,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS","2.1kg",18594.72,4
213,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","No OS","2.2kg",29250.72,8
214,"Huawei","Ultrabook","13","IPS Panel Full HD 2160x1440","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",79866.72,8
215,"Dell","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon 530","Windows 10","1.4kg",49650.5664,8
216,"Lenovo","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 940MX","No OS","2.8kg",31381.92,8
217,"HP","Notebook","14","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.63kg",54931.68,8
218,"Dell","Ultrabook","14","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.6kg",61218.72,8
219,"Dell","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.62kg",68145.12,16
220,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 520","Linux","2.2kg",36089.208,8
221,"Lenovo","2 in 1 Convertible","14","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.74kg",47898.72,8
222,"Toshiba","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",72620.64,8
223,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows 10","2.1kg",42304.32,8
224,"Dell","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.42kg",130873.7952,16
225,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.2kg",44328.96,8
226,"Dell","Notebook","15.6","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","1TB HDD","AMD Radeon R7 M445","Windows 10","2.3kg",45768.0528,16
227,"Asus","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 920MX ","Windows 10","2kg",40972.32,8
228,"Asus","Notebook","17.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD +  500GB HDD","Nvidia GeForce GTX 950M","Windows 10","2.69kg",47472.48,8
229,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD FirePro W4190M ","Windows 10","1.9kg",67612.32,8
230,"Asus","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.37kg",21258.1872,4
231,"HP","Notebook","15.6","1366x768","AMD E-Series 9000e 1.5GHz","4GB","500GB HDD","AMD Radeon R2","Windows 10","2.1kg",17582.4,4
232,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.2kg",79866.72,16
233,"Dell","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",45767.52,8
234,"Acer","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.6kg",36709.92,8
235,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","AMD Radeon R7 M445","Linux","2.36kg",47898.72,16
236,"Acer","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux","2.1kg",20779.2,4
237,"Asus","Notebook","15.6","Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz","4GB","128GB SSD +  1TB HDD","AMD Radeon R5 M430","Windows 10","2.2kg",30636,4
238,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz","32GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10","4.7kg",207259.2,32
239,"Acer","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",45074.88,8
240,"Lenovo","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","8GB","128GB SSD","Intel HD Graphics 520","Windows 10","7.2kg",31381.92,8
241,"Asus","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce 150MX","Windows 10","2.1kg",61005.6,8
242,"Asus","Notebook","17.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 950M","No OS","2.69kg",47365.92,8
243,"Dell","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.56kg",46833.12,8
244,"Lenovo","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.38kg",57489.12,8
245,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.2kg",52480.8,8
246,"HP","Notebook","15.6","Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.04kg",29783.52,8
247,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz","16GB","256GB SSD","Nvidia GeForce GTX 1080","Windows 10","3.6kg",159786.72,16
248,"HP","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel UHD Graphics 620","Windows 10","1.49kg",35964,4
249,"Apple","Ultrabook","13.3","IPS Panel Retina Display 2560x1600","Intel Core i5 3.1GHz","8GB","512GB SSD","Intel Iris Plus Graphics 650","macOS","1.37kg",108691.2,8
250,"Dell","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows 10","2.08kg",43636.32,8
251,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.3kg",95850.72,16
252,"Asus","Notebook","15.6","1366x768","AMD A9-Series 9420 3GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows 10","1.68kg",24988.32,4
253,"Lenovo","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.37kg",98514.72,8
254,"Acer","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz","4GB","256GB SSD","Nvidia GeForce MX130","Windows 10","3kg",37402.56,4
255,"Dell","Ultrabook","13.3","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.41kg",50562.72,8
256,"HP","Notebook","15.6","1366x768","AMD A6-Series A6-9220 2.5GHz","8GB","128GB SSD","AMD Radeon R4 Graphics","Windows 10","1.91kg",23757.552,8
257,"HP","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","1TB HDD","Nvidia GeForce MX150","Windows 10","2.9kg",56423.52,16
258,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.14kg",133146.72,16
259,"Lenovo","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","512GB SSD","Nvidia GeForce GTX 1050M","Windows 10","2kg",90522.72,8
260,"Dell","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg",60845.76,8
261,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","256GB SSD","Intel HD Graphics 520","No OS","2.2kg",23656.32,4
262,"HP","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.1kg",38468.16,4
263,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg",35004.96,4
264,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","AMD Radeon R5 M430","Windows 10","2.24kg",30103.2,8
265,"Dell","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","2.67kg",42570.72,8
266,"Asus","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD +  512GB SSD","Intel UHD Graphics 620","Windows 10","4.1kg",79866.72,8
268,"HP","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Nvidia GeForce 930MX ","Windows 10","2.5kg",54239.04,8
269,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","2.05kg",46886.4,8
270,"Apple","Ultrabook","13.3","IPS Panel Retina Display 2560x1600","Intel Core i5 2.9GHz","8GB","512GB SSD","Intel Iris Graphics 550","macOS","1.37kg",104370.192,8
271,"Asus","Gaming","17.3","Full HD 1920x1080","AMD Ryzen 1700 3GHz","16GB","256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10","3.2kg",82530.72,16
272,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon 520","Linux","2.14kg",39164.5296,8
273,"Lenovo","2 in 1 Convertible","14","Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.36kg",133146.72,16
274,"Toshiba","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","8GB","500GB HDD","Nvidia GeForce 930M","Windows 10","2.2kg",43263.36,8
275,"Dell","Notebook","15.6","1366x768","Intel Core i7 7500U 2.7GHz","12GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",37992.3696,12
276,"Dell","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Linux","2.8kg",58554.72,8
277,"Acer","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Nvidia GeForce MX130","Windows 10","2.2kg",39693.6,8
278,"Lenovo","Notebook","17.3","1600x900","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.8kg",26053.92,4
279,"Lenovo","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","2TB HDD","Nvidia GeForce MX150","No OS","2.8kg",45234.72,8
280,"Lenovo","Notebook","17.3","1600x900","Intel Core i7 7500U 2.7GHz","6GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.8kg",45767.52,6
281,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","AMD Radeon R5 M430","Linux","2.25kg",22803.84,4
282,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",44169.12,8
283,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.2kg",30849.12,6
284,"Acer","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce MX150","Windows 10","3kg",50669.28,8
285,"Acer","Notebook","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","12GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.15kg",35111.52,12
286,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 630","Windows 10","1.95kg",58448.16,8
287,"Asus","Ultrabook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.7kg",52054.56,8
288,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",62817.12,16
289,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 940MX","No OS","2.2kg",35112.0528,8
290,"Acer","Notebook","15.6","1366x768","Intel Celeron Dual Core 3205U 1.5GHz","2GB","16GB SSD","Intel HD Graphics","Chrome OS","2.19kg",10602.72,2
291,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","3kg",63243.36,8
292,"HP","Notebook","17.3","1600x900","Intel Core i3 6006U 2GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.54kg",26053.92,8
293,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2kg",97449.12,8
294,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","2.05kg",39373.92,8
